company_name,symbol,day,time,eps
Surya Semesta Internusa Tbk PT,SSIA.JK,Apr 28,After Market Close,N/A
Synageva Biopharma Corp,GEVA,Apr 28,After Market Close,-1.7
T-Mobile US Inc,TMUS,Apr 28,Before Market Open,-0.08
Tal Education Group,XRS,Apr 28,Before Market Open,0.21
Tanger Factory Outlet Centers Inc,SKT,Apr 28,After Market Close,0.5
TECO Energy Inc,TE,Apr 28,After Market Close,0.28
Telenet Group Holding NV,TNET.BR,Apr 28,01:00 am ET,N/A
Tempur Sealy International Inc,TPX,Apr 28,After Market Close,0.48
Textron Inc,TXT,Apr 28,Before Market Open,0.48
TNT Express NV,TNTE.AS,Apr 28,01:00 am ET,N/A
Total SA,FP.PA,Apr 28,02:00 am ET,N/A
Total System Services Inc,TSS,Apr 28,After Market Close,0.46
TransAlta Corp,TA.TO,Apr 28,Before Market Open,0.07
TriMas Corp,TRS,Apr 28,08:00 am ET,0.43
Trustmark Corp,TRMK,Apr 28,After Market Close,0.39
Twin Disc Inc,TWIN,Apr 28,Before Market Open,0.14
Twitter Inc,TWTR,Apr 28,After Market Close,0.04
U.S. Silica Holdings Inc,SLCA,Apr 28,After Market Close,0.4
Ultimate Software Group Inc,ULTI,Apr 28,After Market Close,0.52
UMB Financial Corp,UMBF,Apr 28,After Market Close,0.7
United Parcel Service Inc,UPS,Apr 28,Before Market Open,1.09
United States Steel Corp,X,Apr 28,After Market Close,0.12
United Therapeutics Corp,UTHR,Apr 28,Before Market Open,2.14
Valero Energy Corp,VLO,Apr 28,Before Market Open,1.7
Vanguarda Agro SA,VAGR3.SA,Apr 28,Time Not Supplied,N/A
VASCO Data Security International Inc,VDSI,Apr 28,Before Market Open,0.21
Verisk Analytics Inc,VRSK,Apr 28,After Market Close,0.61
Vicor Corp,VICR,Apr 28,After Market Close,N/A
Waddell & Reed Financial Inc,WDR,Apr 28,Before Market Open,0.83
Waters Corp,WAT,Apr 28,Before Market Open,1.02
Weingarten Realty Investors,WRI,Apr 28,After Market Close,0.52
WesBanco Inc,WSBC,Apr 28,After Market Close,0.58
Western Digital Corp,WDC,Apr 28,After Market Close,1.89
Whirlpool China Co Ltd,600983.SS,Apr 28,Time Not Supplied,N/A
Whirlpool Corp,WHR,Apr 28,06:00 am ET,2.34
Whitbread PLC,WTB.L,Apr 28,Before Market Open,N/A
Willis Group Holdings PLC,WSH,Apr 28,After Market Close,1.39
Wolverine World Wide Inc,WWW,Apr 28,Before Market Open,0.34
Wyndham Worldwide Corp,WYN,Apr 28,Before Market Open,0.92
Wynn Resorts Ltd,WYNN,Apr 28,After Market Close,1.33
Xenith Bankshares Inc,XBKS,Apr 28,After Market Close,0.06
Xoom Corp,XOOM,Apr 28,After Market Close,0.03
Yamana Gold Inc,YRI.TO,Apr 28,After Market Close,0
Yandex NV,YNDX,Apr 28,Time Not Supplied,6.18
Yanzhou Coal Mining Co Ltd,600188.SS,Apr 28,Time Not Supplied,N/A
AAC Holdings Inc,AAC,Apr 29,After Market Close,0.1
ABB Ltd,ABBN.VX,Apr 29,01:00 am ET,N/A
Acadia Realty Trust,AKR,Apr 29,After Market Close,0.32
ACCO Brands Corp,ACCO,Apr 29,Before Market Open,-0.06
ADT Corp,ADT,Apr 29,Before Market Open,0.5
Affymetrix Inc,AFFX,Apr 29,After Market Close,0.04
Agricultural Bank of China Ltd,601288.SS,Apr 29,Time Not Supplied,N/A
Aker Solutions ASA,AKSO.OL,Apr 29,01:00 am ET,N/A
Alam Sutera Realty Tbk PT,ASRI.JK,Apr 29,After Market Close,N/A
Aluminum Corp of China Ltd,601600.SS,Apr 29,Time Not Supplied,N/A
AMC Entertainment Holdings Inc,AMC,Apr 29,After Market Close,0.08
Amdocs Ltd,DOX,Apr 29,After Market Close,0.82
Amedisys Inc,AMED,Apr 29,Before Market Open,0.2
American Capital Mortgage Investment Corp,MTGE,Apr 29,After Market Close,N/A
American Equity Investment Life Holding Co,AEL,Apr 29,After Market Close,0.56
American Railcar Industries Inc,ARII,Apr 29,After Market Close,1.28
Amerisafe Inc,AMSF,Apr 29,After Market Close,0.74
Ametek Inc,AME,Apr 29,Before Market Open,0.63
Amplifon SpA,AMP.MI,Apr 29,Time Not Supplied,N/A
Anhui Jianghuai Automobile Co Ltd,600418.SS,Apr 29,Time Not Supplied,N/A
Antero Midstream Partners LP,AM,Apr 29,After Market Close,0.11
Antero Resources Corp,AR,Apr 29,After Market Close,0.22
Anthem Inc,ANTM,Apr 29,06:00 am ET,2.66
ARC Resources Ltd,ARX.TO,Apr 29,After Market Close,N/A
Arris Group Inc,ARRS,Apr 29,After Market Close,0.44
Ashland Inc,ASH,Apr 29,After Market Close,1.74
AtriCure Inc,ATRC,Apr 29,After Market Close,-0.21
Atwood Oceanics Inc,ATW,Apr 29,After Market Close,1.66
Avery Dennison Corp,AVY,Apr 29,08:30 am ET,0.69
AVG Technologies NV,AVG,Apr 29,After Market Close,0.37
AXIS Capital Holdings Ltd,AXS,Apr 29,After Market Close,1.23
Baidu Inc,BIDU,Apr 29,After Market Close,6.44
Ballard Power Systems Inc,BLD.TO,Apr 29,Time Not Supplied,N/A
Banco Bilbao Vizcaya Argentaria S.A.,BBVA.MC,Apr 29,Time Not Supplied,N/A
Banco Bradesco S/A,BBDC4.SA,Apr 29,Before Market Open,0.84
Bank Central Asia Tbk PT,BBCA.JK,Apr 29,After Market Close,N/A
Bank Leumi Le Israel BM,LUMI.TA,Apr 29,Time Not Supplied,N/A
Barrett Business Services Inc,BBSI,Apr 29,Time Not Supplied,-0.86
Bel Fuse Inc,BELFA,Apr 29,Before Market Open,N/A
Belmond Ltd,BEL,Apr 29,After Market Close,-0.14
Beneteau SA,BEN.PA,Apr 29,11:40 am ET,N/A
Bestv New Media Co Ltd,600637.SS,Apr 29,Time Not Supplied,N/A
BGC Partners Inc,BGCP,Apr 29,Before Market Open,0.18
BIO-Key International Inc,BKYI,Apr 29,Before Market Open,N/A
Blackbaud Inc,BLKB,Apr 29,After Market Close,0.32
Boc Hong Kong Holdings Ltd,2388.HK,Apr 29,Time Not Supplied,N/A
Bok Financial Corp,BOKF,Apr 29,Before Market Open,1.04
Boston Beer Co Inc,SAM,Apr 29,After Market Close,0.68
BroadVision Inc,BVSN,Apr 29,After Market Close,N/A
Brunswick Corp,BC,Apr 29,Before Market Open,0.61
BT Investment Management Ltd,BTT.AX,Apr 29,Time Not Supplied,N/A
Bukit Asam (Persero) Tbk PT,PTBA.JK,Apr 29,After Market Close,N/A
Cabot Corp,CBT,Apr 29,After Market Close,0.63
CACI International Inc,CACI,Apr 29,4:05 pm ET,1.27
California Water Service Group,CWT,Apr 29,After Market Close,0.01
Cameco Corp,CCO.TO,Apr 29,Before Market Open,0.25
Canadian Utilities Ltd,CU.TO,Apr 29,Before Market Open,0.66
Capitol Federal Financial Inc,CFFN,Apr 29,Before Market Open,0.15
Capstead Mortgage Corp,CMO,Apr 29,After Market Close,0.31
Cardica Inc,CRDC,Apr 29,After Market Close,-0.05
Cardiovascular Systems Inc,CSII,Apr 29,After Market Close,-0.34
Carlyle Group LP,CG,Apr 29,Before Market Open,0.7
Carraro SpA,CARR.MI,Apr 29,Time Not Supplied,N/A
Carter's Inc,CRI,Apr 29,Before Market Open,0.74
Cascade Microtech Inc,CSCD,Apr 29,Time Not Supplied,0.11
Cavium Inc,CAVM,Apr 29,After Market Close,0.39
CBIZ Inc,CBZ,Apr 29,Before Market Open,0.39
CBRE Group Inc,CBG,Apr 29,Before Market Open,0.26
CDL Hospitality Trusts,J85.SI,Apr 29,Time Not Supplied,N/A
Cedar Fair LP,FUN,Apr 29,Before Market Open,-1.28
Celldex Therapeutics Inc,CLDX,Apr 29,Before Market Open,-0.36
Cenovus Energy Inc,CVE.TO,Apr 29,Before Market Open,-0.11
Central European Media Enterprises Ltd,CETV,Apr 29,Before Market Open,N/A
Charles River Laboratories International Inc,CRL,Apr 29,After Market Close,0.82
Chefs Warehouse Inc,CHEF,Apr 29,After Market Close,0.08
Chemtura Corp,CHMT,Apr 29,After Market Close,0.17
Cheniere Energy Inc,LNG,Apr 29,Before Market Open,-0.31
Cheniere Energy Partners LP,CQP,Apr 29,Before Market Open,-0.23
Cheniere Energy Partners LP Holdings LLC,CQH,Apr 29,Before Market Open,0.02
China COSCO Holdings Co Ltd,601919.SS,Apr 29,After Market Close,N/A
China Railway Group Ltd,601390.SS,Apr 29,Time Not Supplied,N/A
China Shipping Development Co Ltd,600026.SS,Apr 29,Time Not Supplied,N/A
China South Publishing & Media Group Co Ltd,601098.SS,Apr 29,Time Not Supplied,N/A
Chinese Universe Publishing And Media Co Ltd,600373.SS,Apr 29,Time Not Supplied,N/A
Chongqing Rural Commercial Bank Co Ltd,3618.HK,Apr 29,Time Not Supplied,N/A
Cielo SA,CIEL3.SA,Apr 29,Before Market Open,N/A
Cimpress NV,CMPR,Apr 29,4:05 pm ET,0.41
Civeo Corp,CVEO,Apr 29,After Market Close,-0.02
Clariant AG,CLN.VX,Apr 29,01:00 am ET,N/A
CNO Financial Group Inc,CNO,Apr 29,After Market Close,0.32
Cnova NV,CNV,Apr 29,After Market Close,-0.03
Coca-Cola Femsa SAB de CV,KOFL.MX,Apr 29,Before Market Open,0.92
Coherent Inc,COHR,Apr 29,After Market Close,0.86
Colabor Group Inc,GCL.TO,Apr 29,Time Not Supplied,-0.15
Comfort Systems USA Inc,FIX,Apr 29,After Market Close,0.06
Con-way Inc,CNW,Apr 29,After Market Close,0.38
Constellation Software Inc,CSU.TO,Apr 29,After Market Close,3.38
CoStar Group Inc,CSGP,Apr 29,After Market Close,0.21
Credit Acceptance Corp,CACC,Apr 29,After Market Close,3.33
CRH Medical Corp,CRH.TO,Apr 29,08:30 am ET,N/A
CTEEP Companhia de Transmissao de Energia Eletrica Paulista,TRPL4.SA,Apr 29,After Market Close,N/A
Cullen/Frost Bankers Inc,CFR,Apr 29,Before Market Open,1.09
Curtiss-Wright Corp,CW,Apr 29,After Market Close,0.79
CytRx Corp,CYTR,Apr 29,Time Not Supplied,-0.21
Daqin Railway Co Ltd,601006.SS,Apr 29,Time Not Supplied,N/A
Daqin Railway Co Ltd,601006.SS,Apr 29,Time Not Supplied,N/A
Delhaize Group SA,DELB.BR,Apr 29,01:00 am ET,N/A
Delta Electronics Inc,2308.TW,Apr 29,Time Not Supplied,N/A
Deutsche Boerse AG,DB1.DE,Apr 29,Time Not Supplied,N/A
Development Securities PLC,DSC.L,Apr 29,Before Market Open,N/A
DexCom Inc,DXCM,Apr 29,After Market Close,-0.11
DHI Group Inc,DHX,Apr 29,Before Market Open,0.09
Diamond Resorts International Inc,DRII,Apr 29,After Market Close,0.32
Dixie Group Inc,DXYN,Apr 29,Before Market Open,-0.03
Draegerwerk AG & Co KGaA,DRW8.DE,Apr 29,Time Not Supplied,N/A
Duke Realty Corp,DRE,Apr 29,After Market Close,0.3
Dyax Corp,DYAX,Apr 29,Time Not Supplied,-0.05
Dynex Capital Inc,DX,Apr 29,Before Market Open,N/A
Eagle Rock Energy Partners LP,EROC,Apr 29,After Market Close,-0.02
Eaton Corporation PLC,ETN,Apr 29,Before Market Open,0.98
Ebro Foods SA,EBRO.MC,Apr 29,Time Not Supplied,N/A
Edgewater Technology Inc,EDGW,Apr 29,Before Market Open,0.04
Education Realty Trust Inc,EDR,Apr 29,Before Market Open,0.47
Employers Holdings Inc,EIG,Apr 29,After Market Close,0.33
Endologix Inc,ELGX,Apr 29,After Market Close,-0.13
Eni SpA,ENI.MI,Apr 29,01:45 am ET,0.15
EP Energy Corp,EPE,Apr 29,After Market Close,0.13
Equinix Inc,EQIX,Apr 29,After Market Close,3.33
Equity One Inc,EQY,Apr 29,After Market Close,0.32
Euronet Worldwide Inc,EEFT,Apr 29,Before Market Open,0.54
EverBank Financial Corp,EVER,Apr 29,Before Market Open,0.29
Evry ASA,EVRY.OL,Apr 29,01:00 am ET,N/A
Excel Trust Inc,EXL,Apr 29,After Market Close,0.23
Exelon Corp,EXC,Apr 29,Before Market Open,0.69
Extra Space Storage Inc,EXR,Apr 29,After Market Close,0.68
Federal-Mogul Holdings Corp,FDML,Apr 29,07:30 am ET,0.14
Felcor Lodging Trust Inc,FCH,Apr 29,Before Market Open,0.11
Ferro Corp,FOE,Apr 29,After Market Close,0.18
Fiat Chrysler Automobiles NV,FCAU,Apr 29,Time Not Supplied,0.07
Fleury SA,FLRY3.SA,Apr 29,After Market Close,N/A
Flextronics International Ltd,FLEX,Apr 29,After Market Close,0.25
FormFactor Inc,FORM,Apr 29,After Market Close,0.1
Forrester Research Inc,FORR,Apr 29,After Market Close,0.17
Fox Chase Bancorp Inc,FXCB,Apr 29,After Market Close,0.18
Frank's International NV,FI,Apr 29,Time Not Supplied,0.23
Franklin Resources Inc,BEN,Apr 29,Before Market Open,0.86
Garmin Ltd,GRMN,Apr 29,Before Market Open,0.57
General Dynamics Corp,GD,Apr 29,Before Market Open,1.95
Genesis Energy LP,GEL,Apr 29,Before Market Open,0.37
Genomma Lab Internacional SAB de CV,LABB.MX,Apr 29,After Market Close,0.21
Geovax Labs Inc,GOVX,Apr 29,Time Not Supplied,N/A
GFI Group Inc,GFIG,Apr 29,Before Market Open,N/A
Global Mediacom Tbk PT,BMTR.JK,Apr 29,Time Not Supplied,N/A
Glu Mobile Inc,GLUU,Apr 29,After Market Close,-0.01
GN Store Nord A/S,GN.CO,Apr 29,Time Not Supplied,N/A
Goodyear Tire & Rubber Co,GT,Apr 29,Before Market Open,0.44
GP Strategies Corp,GPX,Apr 29,Before Market Open,0.3
Grand Canyon Education Inc,LOPE,Apr 29,After Market Close,0.69
Grenkeleasing AG,GLJ.DE,Apr 29,Time Not Supplied,N/A
GrubHub Inc,GRUB,Apr 29,Before Market Open,0.14
Grupo Palacio de Hierro SAB de CV,GPH1.MX,Apr 29,Time Not Supplied,N/A
Gudang Garam Tbk PT,GGRM.JK,Apr 29,Time Not Supplied,N/A
Guizhou Yibai Pharmaceutical Co Ltd,600594.SS,Apr 29,Time Not Supplied,N/A
Haitong Securities Co Ltd,600837.SS,Apr 29,Time Not Supplied,N/A
Hercules Offshore Inc,HERO,Apr 29,Before Market Open,-0.38
Hess Corp,HES,Apr 29,Before Market Open,-1.05
HFF Inc,HF,Apr 29,After Market Close,0.16
Hilton Worldwide Holdings Inc,HLT,Apr 29,Before Market Open,0.12
Hologic Inc,HOLX,Apr 29,After Market Close,0.39
Home Retail Group PLC,HOME.L,Apr 29,02:00 am ET,N/A
Horizon North Logistics Inc,HNL.TO,Apr 29,After Market Close,0.06
Hornbeck Offshore Services Inc,HOS,Apr 29,After Market Close,0.29
Hudson City Bancorp Inc,HCBK,Apr 29,Before Market Open,0.02
Hudson Global Inc,HSON,Apr 29,07:00 am ET,-0.2
Humana Inc,HUM,Apr 29,06:00 am ET,2.56
Hyster-Yale Materials Handling Inc,HY,Apr 29,After Market Close,0.97
Iberdrola SA,IBE.MC,Apr 29,Before Market Open,N/A
Iconix Brand Group Inc,ICON,Apr 29,Before Market Open,0.68
Imerys SA,NK.PA,Apr 29,After Market Close,N/A
Imperial Oil Ltd,IMO.TO,Apr 29,Before Market Open,0.39
Inner Mongolia BaoTou Steel Union Co Ltd,600010.SS,Apr 29,Time Not Supplied,N/A
Innodata Inc,INOD,Apr 29,Before Market Open,-0.08
Insignia Systems Inc,ISIG,Apr 29,After Market Close,N/A
Integrated Silicon Solution Inc,ISSI,Apr 29,Before Market Open,0.2
InterDigital Inc,IDCC,Apr 29,Before Market Open,0.77
Interface Inc,TILE,Apr 29,After Market Close,0.15
International Datacasting Corp,IDC.TO,Apr 29,After Market Close,N/A
International Paper Co,IP,Apr 29,Before Market Open,0.81
International Shipholding Corp,ISH,Apr 29,After Market Close,-0.37
Intersil Corp,ISIL,Apr 29,After Market Close,0.15
Inuvo Inc,INUV,Apr 29,Time Not Supplied,0.01
IPC Healthcare Inc,IPCM,Apr 29,After Market Close,0.55
IRIDEX Corp,IRIX,Apr 29,Time Not Supplied,N/A
iStar Financial Inc,STAR,Apr 29,Before Market Open,N/A
Jardine Cycle & Carriage Ltd,C07.SI,Apr 29,Time Not Supplied,N/A
Jazztel PLC,JAZ.MC,Apr 29,After Market Close,N/A
Jinduicheng Molybdenum Co Ltd,601958.SS,Apr 29,Time Not Supplied,N/A
John Bean Technologies Corp,JBT,Apr 29,After Market Close,0.17
Jyske Bank A/S,JYSK.CO,Apr 29,Time Not Supplied,N/A
Kaman Corp,KAMN,Apr 29,After Market Close,0.43
Karo Bio AB,KARO.ST,Apr 29,02:30 am ET,N/A
KBR Inc,KBR,Apr 29,Before Market Open,0.17
Key Energy Services Inc,KEG,Apr 29,After Market Close,-0.19
Kilroy Realty Corp,KRC,Apr 29,After Market Close,0.94
Kirby Corp,KEX,Apr 29,5:00 pm ET,1.08
Koninklijke DSM NV,DSM.AS,Apr 29,01:15 am ET,N/A
Kraton Performance Polymers Inc,KRA,Apr 29,After Market Close,0.26
La Quinta Holdings Inc,LQ,Apr 29,After Market Close,0.08
Lake Shore Gold Corp,LSG.TO,Apr 29,Time Not Supplied,0.03
Lantronix Inc,LTRX,Apr 29,After Market Close,-0.03
Level 3 Communications Inc,LVLT,Apr 29,Before Market Open,0.33
LifeLock Inc,LOCK,Apr 29,After Market Close,-0.06
Lincoln National Corp,LNC,Apr 29,After Market Close,1.49
Linn Energy LLC,LINE,Apr 29,Before Market Open,-0.2
LinnCo LLC,LNCO,Apr 29,Before Market Open,-0.27
Littelfuse Inc,LFUS,Apr 29,Before Market Open,1.05
Lojas Renner SA,LREN3.SA,Apr 29,After Market Close,N/A
Lumber Liquidators Holdings Inc,LL,Apr 29,Before Market Open,0.16
Lundin Mining Corp,LUN.TO,Apr 29,After Market Close,0.06
Maanshan Iron & Steel Co Ltd,600808.SS,Apr 29,Time Not Supplied,N/A
Macerich Co,MAC,Apr 29,After Market Close,0.83
Manitowoc Company Inc,MTW,Apr 29,After Market Close,-0.02
Manning & Napier Inc,MN,Apr 29,After Market Close,0.28
ManTech International Corp,MANT,Apr 29,After Market Close,0.33
Marine Harvest ASA,MHG.OL,Apr 29,01:00 am ET,N/A
Marine Products Corp,MPX,Apr 29,Before Market Open,0.07
Marriott International Inc,MAR,Apr 29,After Market Close,0.7
Martin Midstream Partners LP,MMLP,Apr 29,After Market Close,0.33
MasTec Inc,MTZ,Apr 29,After Market Close,0.18
MasterCard Inc,MA,Apr 29,Before Market Open,0.8
Matahari Department Store Tbk PT,LPPF.JK,Apr 29,Time Not Supplied,N/A
MeadWestvaco Corp,MWV,Apr 29,Before Market Open,0.26
MedAssets Inc,MDAS,Apr 29,After Market Close,0.3
Media Nusantara Citra Tbk PT,MNCN.JK,Apr 29,Time Not Supplied,N/A
Mediolanum SpA,MED.MI,Apr 29,07:30 am ET,0.17
Meritor Inc,MTOR,Apr 29,Before Market Open,0.31
Metallurgical Corporation of China Ltd,601618.SS,Apr 29,Time Not Supplied,N/A
Methanex Corp,MX.TO,Apr 29,After Market Close,0.4
MFA Financial Inc,MFA,Apr 29,Before Market Open,0.19
Mid-America Apartment Communities Inc,MAA,Apr 29,After Market Close,1.29
Midcoast Energy Partners LP,MEP,Apr 29,After Market Close,0.03
MNC Sky Vision Tbk PT,MSKY.JK,Apr 29,Time Not Supplied,N/A
