company_name,symbol,day,time,eps
Federal Agricultural Mortgage Corp,AGM,May 11,Time Not Supplied,0.78
Fifth Street Finance Corp,FSC,May 11,Before Market Open,0.21
Fifth Street Senior Floating Rate Corp,FSFR,May 11,After Market Close,0.3
First National Community Bancorp Inc,FNCB,May 11,Time Not Supplied,N/A
First Resources Ltd,EB5.SI,May 11,Time Not Supplied,N/A
Five Star Quality Care Inc,FVE,May 11,After Market Close,-0.03
Flamel Technologies SA,FLML,May 11,Before Market Open,0.31
FMC Corp,FMC,May 11,After Market Close,0.68
Forbes Energy Services Ltd,FES,May 11,Time Not Supplied,-0.35
Foundation Medicine Inc,FMI,May 11,After Market Close,-0.53
Fuel Tech Inc,FTEK,May 11,Time Not Supplied,-0.05
FutureFuel Corp,FF,May 11,After Market Close,0.14
FXCM Inc,FXCM,May 11,After Market Close,-0.01
Galectin Therapeutics Inc,GALT,May 11,Time Not Supplied,-0.2
Gaming Partners International Corp,GPIC,May 11,Time Not Supplied,N/A
GEA Group AG,G1A.DE,May 11,01:30 am ET,N/A
General Finance Corp,GFN,May 11,Before Market Open,0.04
GenVec Inc,GNVC,May 11,Before Market Open,-0.06
Geodrill Ltd,GEO.TO,May 11,Before Market Open,N/A
Getty Realty Corp,GTY,May 11,After Market Close,0.29
Giant Manufacturing Co Ltd,9921.TW,May 11,Time Not Supplied,N/A
Gladstone Investment Corp,GAIN,May 11,After Market Close,0.19
Global Brass and Copper Holdings Inc,BRSS,May 11,Before Market Open,0.45
Golden Queen Mining Co Ltd,GQM.TO,May 11,Time Not Supplied,N/A
Golfzon Yuwon Holdings Co Ltd,121440.KQ,May 11,Time Not Supplied,N/A
Golub Capital BDC Inc,GBDC,May 11,After Market Close,0.32
Greenhunter Resources Inc,GRH,May 11,Time Not Supplied,N/A
Grieg Seafood ASA,GSF.OL,May 11,Time Not Supplied,N/A
GW Pharmaceuticals PLC,GWP.L,May 11,Time Not Supplied,-7
Halozyme Therapeutics Inc,HALO,May 11,After Market Close,-0.13
Hannon Armstrong Sustainable Infrastructure Capital Inc,HASI,May 11,Time Not Supplied,0.27
Harvest Natural Resources Inc,HNR,May 11,Before Market Open,N/A
Health Insurance Innovations Inc,HIIQ,May 11,Time Not Supplied,0.08
Hemaraj Land and Development PCL,HEMRAJ.BK,May 11,Time Not Supplied,N/A
HRG Group Inc,HRG,May 11,Before Market Open,N/A
Idera Pharmaceuticals Inc,IDRA,May 11,Before Market Open,-0.11
iKang Healthcare Group Inc,KANG,May 11,Time Not Supplied,-0.1
Imageware Systems Inc,IWSY,May 11,Time Not Supplied,-0.02
ImmuCell Corp,ICCC,May 11,After Market Close,N/A
Impax Laboratories Inc,IPXL,May 11,After Market Close,0.18
Imperial Metals Corp,III.TO,May 11,After Market Close,-0.02
IMRIS Inc,IM.TO,May 11,Before Market Open,-0.16
Incitec Pivot Ltd,IPL.AX,May 11,Time Not Supplied,N/A
Indo Tambangraya Megah Tbk PT,ITMG.JK,May 11,After Market Close,N/A
Indorama Ventures PCL,IVL.BK,May 11,01:30 am ET,N/A
Indra Sistemas SA,IDR.MC,May 11,Time Not Supplied,N/A
InfoSonics Corp,IFON,May 11,Time Not Supplied,N/A
Inovio Pharmaceuticals Inc,INO,May 11,Time Not Supplied,-0.11
InspireMD Inc,NSPR,May 11,Time Not Supplied,-0.05
Installed Building Products Inc,IBP,May 11,Before Market Open,0.1
Inter Pipeline Ltd,IPL.TO,May 11,After Market Close,0.31
Intermap Technologies Corp,IMP.TO,May 11,After Market Close,N/A
Interpark Holdings Corp,035080.KQ,May 11,Time Not Supplied,N/A
Intersections Inc,INTX,May 11,Before Market Open,N/A
Intesa Sanpaolo SpA,ISP.MI,May 11,Time Not Supplied,N/A
Intouch Holdings PCL,INTUCH.BK,May 11,Time Not Supplied,N/A
Inventec Corp,2356.TW,May 11,Time Not Supplied,N/A
Ithaca Energy Inc,IAE.TO,May 11,Before Market Open,N/A
JA Solar Holdings Co Ltd,JASO,May 11,Time Not Supplied,0.09
Jacquet Metal Service SA,JCQ.PA,May 11,After Market Close,N/A
Jumei International Holding Ltd,JMEI,May 11,Time Not Supplied,0.09
Kelt Exploration Ltd,KEL.TO,May 11,Before Market Open,-0.08
Klondex Mines Ltd,KDX.TO,May 11,Time Not Supplied,0.04
KongZhong Corp,KZ,May 11,Time Not Supplied,N/A
Liberbank SA,LBK.MC,May 11,Before Market Open,N/A
Lifeway Foods Inc,LWAY,May 11,Time Not Supplied,0.08
Ligand Pharmaceuticals Inc,LGND,May 11,Before Market Open,0.27
Lite-On Technology Corp,2301.TW,May 11,Time Not Supplied,N/A
Lombard Medical Inc,EVAR,May 11,After Market Close,-0.54
Lonmin PLC,LMI.L,May 11,Before Market Open,N/A
LPS Brasil Consultoria de Imoveis SA,LPSB3.SA,May 11,After Market Close,N/A
Macrocure Ltd,MCUR,May 11,After Market Close,-0.39
Magic Software Enterprises Ltd,MGIC.TA,May 11,Time Not Supplied,N/A
magicJack Vocaltec Ltd,CALL,May 11,After Market Close,N/A
Mahle Metal Leve SA,LEVE3.SA,May 11,After Market Close,N/A
Makalot Industrial Co Ltd,1477.TW,May 11,Time Not Supplied,N/A
MakeMyTrip Ltd,MMYT,May 11,Before Market Open,-0.02
Mannkind Corp,MNKD,May 11,After Market Close,-0.08
Mavenir Systems Inc,MVNR,May 11,After Market Close,-0.29
MBIA Inc,MBI,May 11,After Market Close,0.16
McCoy Global Inc,MCB.TO,May 11,Before Market Open,0.05
Medley Capital Corp,MCC,May 11,After Market Close,0.33
Mindray Medical International Ltd,MR,May 11,After Market Close,0.36
Model N Inc,MODN,May 11,After Market Close,-0.11
Monroe Capital Corp,MRCC,May 11,After Market Close,0.4
Morguard Corp,MRC.TO,May 11,Time Not Supplied,N/A
Morneau Shepell Inc,MSI.TO,May 11,Time Not Supplied,0.22
Nan Liu Enterprise Co Ltd,6504.TW,May 11,Time Not Supplied,N/A
Nan Ya Plastics Corp,1303.TW,May 11,Time Not Supplied,N/A
National CineMedia Inc,NCMI,May 11,After Market Close,-0.06
Neuralstem Inc,CUR,May 11,Time Not Supplied,-0.06
Nevro Corp,NVRO,May 11,Time Not Supplied,-0.63
Nordic American Tanker Ltd,NAT,May 11,Before Market Open,0.22
Northland Power Inc,NPI.TO,May 11,After Market Close,0.08
OCI Partners LP,OCIP,May 11,Before Market Open,-0.03
Odyssey Marine Exploration Inc,OMEX,May 11,Time Not Supplied,-0.06
Omeros Corp,OMER,May 11,Time Not Supplied,-0.63
Onconova Therapeutics Inc,ONTX,May 11,Time Not Supplied,-0.64
Ontex Group NV,ONTEX.BR,May 11,Time Not Supplied,N/A
Ophthotech Corp,OPHT,May 11,After Market Close,-0.75
Orbit Garant Drilling Inc,OGD.TO,May 11,After Market Close,-0.06
Orbite Aluminae Inc,ORT.TO,May 11,After Market Close,N/A
Orion Energy Systems Inc,OESX,May 11,After Market Close,-0.17
Osram Licht AG,OSR.DE,May 11,Time Not Supplied,N/A
Pacific Coast Oil Trust,ROYT,May 11,After Market Close,0.07
Painted Pony Petroleum Ltd,PPY.TO,May 11,After Market Close,-0.04
Palatin Technologies Inc,PTN,May 11,Before Market Open,-0.06
Pan American Silver Corp,PAA.TO,May 11,After Market Close,-0.08
Par Petroleum Corp,PARR,May 11,Before Market Open,0.57
Parex Resources Inc,PXT.TO,May 11,After Market Close,-0.25
ParkerVision Inc,PRKR,May 11,After Market Close,-0.05
Penn Virginia Corp,PVA,May 11,After Market Close,-0.42
Phibro Animal Health Corp,PAHC,May 11,After Market Close,0.36
PhotoMedex Inc,PHMD,May 11,After Market Close,-0.05
PICO Holdings Inc,PICO,May 11,Before Market Open,N/A
Planet Payment Inc,PLPM,May 11,After Market Close,0.02
Pne Wind AG,PNE3.DE,May 11,Time Not Supplied,N/A
Portola Pharmaceuticals Inc,PTLA,May 11,Before Market Open,-1.09
PostRock Energy Corp,PSTR,May 11,Time Not Supplied,-1.35
Premier Inc,PINC,May 11,After Market Close,0.36
President Chain Store Corp,2912.TW,May 11,After Market Close,N/A
Profarma Distribuidora de Produtos Farmaceuticos SA,PFRM3.SA,May 11,After Market Close,N/A
Progressive Corp,PGR,May 11,Time Not Supplied,N/A
Providence Service Corp,PRSC,May 11,After Market Close,0.4
Pruksa Real Estate PCL,PS.BK,May 11,After Market Close,N/A
PTT PCL,PTT.BK,May 11,After Market Close,N/A
Puma Biotechnology Inc,PBYI,May 11,After Market Close,-1.33
Pure Technologies Ltd,PUR.TO,May 11,After Market Close,-0.02
Quanta Computer Inc,2382.TW,May 11,Time Not Supplied,N/A
Quantum Fuel Systems Technologies Worldwide Inc,QTWW,May 11,After Market Close,-0.13
Rackspace Hosting Inc,RAX,May 11,After Market Close,0.2
RCI Hospitality Holdings Inc,RICK,May 11,Time Not Supplied,N/A
REALIA Business SA,RLIA.MC,May 11,Time Not Supplied,N/A
Regal Beloit Corp,RBC,May 11,Before Market Open,1.16
Rentech Inc,RTK,May 11,Time Not Supplied,-0.03
Rentech Nitrogen Partners LP,RNF,May 11,Time Not Supplied,0.12
Repros Therapeutics Inc,RPRX,May 11,Before Market Open,-0.31
Research Solutions Inc,RSSS,May 11,Time Not Supplied,N/A
Resolute Energy Corp,REN,May 11,After Market Close,-0.16
Revance Therapeutics Inc,RVNC,May 11,After Market Close,-0.76
Revolution Lighting Technologies Inc,RVLT,May 11,Time Not Supplied,-0.02
Rexford Industrial Realty Inc,REXR,May 11,After Market Close,0.2
Richtek Technology Corp,6286.TW,May 11,Time Not Supplied,N/A
RigNet Inc,RNET,May 11,After Market Close,0.26
Rock Energy Inc,RE.TO,May 11,Time Not Supplied,-0.17
Rockwell Medical Inc,RMTI,May 11,After Market Close,-0.1
Rodobens Negocios Imobiliarios SA,RDNI3.SA,May 11,Time Not Supplied,N/A
Roundy's Inc,RNDY,May 11,After Market Close,-0.03
RSP Permian Inc,RSPP,May 11,Before Market Open,0.17
Rvue Holdings Inc,RVUE,May 11,After Market Close,N/A
Sacyr SA,SCYR.MC,May 11,Time Not Supplied,N/A
San Gold Corp,SGR.V,May 11,Time Not Supplied,N/A
San Juan Basin Royalty Trust,SJT,May 11,Time Not Supplied,N/A
SciClone Pharmaceuticals Inc,SCLN,May 11,After Market Close,0.03
Seabridge Gold Inc,SEA.TO,May 11,Time Not Supplied,N/A
Shanghai Mechanical & Electrical Industry Co Ltd,600835.SS,May 11,Time Not Supplied,N/A
Sierra Metals Inc,SMT.TO,May 11,Time Not Supplied,N/A
Simm Tech Co Ltd,036710.KQ,May 11,Time Not Supplied,N/A
Sino Thai Engineering and Construction PCL,STEC.BK,May 11,Before Market Open,N/A
Sotheby's,BID,May 11,Before Market Open,0
SouthGobi Resources Ltd,SGQ.TO,May 11,Time Not Supplied,N/A
Spark Networks Inc,LOV,May 11,Time Not Supplied,0.07
SQI Diagnostics Inc,SQD.V,May 11,After Market Close,N/A
St Andrew Goldfields Ltd,SAS.TO,May 11,After Market Close,N/A
Sterling Construction Company Inc,STRL,May 11,Before Market Open,-0.17
Sun Art Retail Group Ltd,6808.HK,May 11,Time Not Supplied,N/A
Surgical Care Affiliates Inc,SCAI,May 11,Before Market Open,0.37
Swisher Hygiene Inc,SWSH,May 11,Time Not Supplied,-0.45
Synnex Technology International Corp,2347.TW,May 11,Time Not Supplied,N/A
Taishin Financial Holding Co Ltd,2887.TW,May 11,Time Not Supplied,N/A
Take-Two Interactive Software Inc,TTWO,May 11,After Market Close,0.28
Talanx AG,TLX.DE,May 11,Time Not Supplied,0.78
Tallgrass Energy Partners LP,TEP,May 11,After Market Close,0.34
Talon International Inc,TALN,May 11,Time Not Supplied,0
Tandy Leather Factory Inc,TLF,May 11,Time Not Supplied,N/A
Tejon Ranch Co,TRC,May 11,Time Not Supplied,N/A
TeleTech Holdings Inc,TTEC,May 11,After Market Close,0.37
TerraForm Power Inc,TERP,May 11,Time Not Supplied,0.04
Testa Inmuebles en Renta SA,TST.MC,May 11,Time Not Supplied,N/A
Tetraphase Pharmaceuticals Inc,TTPH,May 11,After Market Close,-0.65
THL Credit Inc,TCRD,May 11,After Market Close,0.35
TICC Capital Corp,TICC,May 11,Before Market Open,0.27
TMX Group Ltd,X.TO,May 11,After Market Close,0.98
Tower Bersama Infrastructure Tbk PT,TBIG.JK,May 11,After Market Close,N/A
Towerstream Corp,TWER,May 11,After Market Close,-0.12
Tricon Capital Group Inc,TCN.TO,May 11,Time Not Supplied,0.15
Trina Solar Ltd,TSL,May 11,Time Not Supplied,0.09
TSS Inc,TSSI,May 11,After Market Close,N/A
Tuniu Corp,TOUR,May 11,Time Not Supplied,-0.49
Turquoise Hill Resources Ltd,TRQ.TO,May 11,Time Not Supplied,N/A
Turtle Beach Corp,HEAR,May 11,Time Not Supplied,-0.19
Twin Butte Energy Ltd,TBE.TO,May 11,After Market Close,N/A
U.S. Global Investors Inc,GROW,May 11,Time Not Supplied,N/A
Ultragenyx Pharmaceutical Inc,RARE,May 11,Time Not Supplied,-0.54
Uni-President Enterprises Corp,1216.TW,May 11,Time Not Supplied,N/A
Unilife Corp,UNIS,May 11,After Market Close,-0.11
Uranerz Energy Corp,URZ,May 11,Time Not Supplied,N/A
US Auto Parts Network Inc,PRTS,May 11,After Market Close,-0.05
USA Technologies Inc,USAT,May 11,Before Market Open,-0.01
Vermillion Inc,VRML,May 11,After Market Close,-0.1
Virtusa Corp,VRTU,May 11,After Market Close,0.4
Wayfair Inc,W,May 11,Before Market Open,-0.24
World Point Terminals LP,WPT,May 11,Time Not Supplied,0.26
Xerium Technologies Inc,XRM,May 11,After Market Close,0.35
Ying Li International Real Estate Ltd,5DM.SI,May 11,Time Not Supplied,N/A
Yoox SpA,YOOX.MI,May 11,Time Not Supplied,0.02
ZaZa Energy Corp,ZAZA,May 11,After Market Close,N/A
3i Infrastructure PLC,3IN.L,May 12,Before Market Open,N/A
Abengoa SA,ABG.MC,May 12,After Market Close,N/A
Acciona SA,ANA.MC,May 12,After Market Close,N/A
Acxiom Corp,ACXM,May 12,After Market Close,0.22
Aecom,ACM,May 12,Before Market Open,0.52
Ag Growth International Inc,AFN.TO,May 12,Before Market Open,0.32
Agilent Technologies Inc,A,May 12,After Market Close,0.39
Air Canada,AC.TO,May 12,Before Market Open,N/A
Allianz SE,ALV.DE,May 12,Time Not Supplied,N/A
Altice SA,ATC.AS,May 12,Time Not Supplied,N/A
Amata Corporation PCL,AMATA.BK,May 12,Time Not Supplied,N/A
Arcos Dorados Holdings Inc,ARCO,May 12,Before Market Open,0.03
Ares Management LP,ARES,May 12,Before Market Open,0.39
Asure Software Inc,ASUR,May 12,Time Not Supplied,-0.01
Athabasca Oil Corp,ATH.TO,May 12,Before Market Open,-0.12
Aurubis AG,NDA.DE,May 12,Time Not Supplied,N/A
Autogrill SpA,AGL.MI,May 12,Time Not Supplied,0.05
Awilco Drilling PLC,AWDR.OL,May 12,Before Market Open,N/A
Banca Carige SpA Cassa di Risparmio di Genova e Imperia,CRG.MI,May 12,Time Not Supplied,N/A
Banca Popolare di Milano Scarl,PMI.MI,May 12,Time Not Supplied,0.02
Banco Popolare Sc,BP.MI,May 12,Time Not Supplied,0.31
BG Medicine Inc,BGMD,May 12,Before Market Open,-0.03
Birchcliff Energy Ltd,BIR.TO,May 12,After Market Close,-0.02
Bonterra Energy Corp,BNE.TO,May 12,After Market Close,N/A
Brunello Cucinelli SpA,BC.MI,May 12,Time Not Supplied,0.15
CafePress Inc,PRSS,May 12,After Market Close,-0.17
Care.com Inc,CRCM,May 12,Before Market Open,-0.31
Cellectar Biosciences Inc,CLRB,May 12,After Market Close,N/A
Central Plaza Hotel PCL,CENTEL.BK,May 12,Time Not Supplied,N/A
Cewe Stiftung & Co KGaA,CWC.DE,May 12,Time Not Supplied,N/A
China Automotive Systems Inc,CAAS,May 12,Time Not Supplied,0.23
China Recycling Energy Corp,CREG,May 12,Before Market Open,N/A
China XD Plastics Company Ltd,CXDC,May 12,Time Not Supplied,N/A
City Developments Ltd,C09.SI,May 12,Time Not Supplied,N/A
Com2uS Corp,078340.KQ,May 12,Time Not Supplied,N/A
Corporacion Financiera Alba SA,ALB.MC,May 12,Time Not Supplied,N/A
CSR Ltd,CSR.AX,May 12,Time Not Supplied,N/A
Cvent Inc,CVT,May 12,Time Not Supplied,0
Cypress Energy Partners LP,CELP,May 12,Time Not Supplied,0.19
Cytosorbents Corp,CTSO,May 12,Time Not Supplied,-0.11
Dampskibsselskabet Norden A/S,DNORD.CO,May 12,Before Market Open,N/A
DATATRAK International Inc,DTRK,May 12,Time Not Supplied,N/A
Davide Campari Milano SpA,CPR.MI,May 12,Time Not Supplied,N/A
Deutsche Euroshop AG,DEQ.DE,May 12,After Market Close,N/A
Deutsche Post AG,DPW.DE,May 12,Time Not Supplied,N/A
DGSE Companies Inc,DGSE,May 12,Time Not Supplied,N/A
Diagnosticos da America SA,DASA3.SA,May 12,After Market Close,N/A
Diana Containerships Inc,DCIX,May 12,Before Market Open,-0.02
DiaSorin SpA,DIA.MI,May 12,Time Not Supplied,N/A
Directcash Payments Inc,DCI.TO,May 12,After Market Close,-0.01
Diversified Royalty Corp,DIV.TO,May 12,Time Not Supplied,N/A
DragonWave Inc,DWI.TO,May 12,After Market Close,-0.05
Ducommun Inc,DCO,May 12,After Market Close,0.3
Duerr AG,DUE.DE,May 12,Time Not Supplied,N/A
Eagle Materials Inc,EXP,May 12,After Market Close,0.71
easyJet plc,EZJ.L,May 12,Before Market Open,N/A
Ecorodovias Infraestrutura e Logistica SA,ECOR3.SA,May 12,After Market Close,N/A
Electro Scientific Industries Inc,ESIO,May 12,After Market Close,-0.26
Encana Corporation,ECA.TO,May 12,Before Market Open,-0.08
Energous Corp,WATT,May 12,Time Not Supplied,N/A
Enterprise Inns PLC,ETI.L,May 12,Before Market Open,N/A
Equitable Group Inc,EQB.TO,May 12,After Market Close,N/A
ERG SpA,ERG.MI,May 12,02:00 am ET,N/A
Even Construtora e Incorporadora SA,EVEN3.SA,May 12,After Market Close,N/A
Evotec AG,EVT.DE,May 12,Time Not Supplied,N/A
Exchange Income Corp,EIF.TO,May 12,After Market Close,0.24
Exone Co,XONE,May 12,After Market Close,-0.29
Exor SpA,EXO.MI,May 12,Time Not Supplied,N/A
Experian PLC,EXPN.L,May 12,Before Market Open,N/A
Farstad Shipping ASA,FAR.OL,May 12,Time Not Supplied,N/A
Fincantieri SpA,FCT.MI,May 12,Time Not Supplied,N/A
First Sensor AG,SIS.DE,May 12,Time Not Supplied,N/A
Five9 Inc,FIVN,May 12,After Market Close,-0.17
FMSA Holdings Inc,FMSA,May 12,Before Market Open,0.18
Full House Resorts Inc,FLL,May 12,Time Not Supplied,-0.11
Gabriel Resources Ltd,GBU.TO,May 12,After Market Close,-0.01
Gamevil Inc,063080.KQ,May 12,Time Not Supplied,N/A
Genmab A/S,GEN.CO,May 12,After Market Close,N/A
George Weston Ltd,WN.TO,May 12,Before Market Open,1.14
Gevo Inc,GEVO,May 12,Time Not Supplied,-1.2
Godaddy Inc,GDDY,May 12,After Market Close,N/A
Gol Linhas Aereas Inteligentes SA,GOLL4.SA,May 12,After Market Close,N/A
Golden Agri-Resources Ltd,E5H.SI,May 12,Before Market Open,N/A
GWG Holdings Inc,GWGH,May 12,After Market Close,N/A
Hackett Group Inc,HCKT,May 12,After Market Close,0.14
Hardwoods Distribution Inc,HWD.TO,May 12,After Market Close,0.2
Homeinns Hotel Group,HMIN,May 12,After Market Close,0.17
Hortonworks Inc,HDP,May 12,After Market Close,-0.86
Hunter Douglas NV,HDG.AS,May 12,Time Not Supplied,N/A
IBI Group Inc,IBG.TO,May 12,Before Market Open,0.01
Identiv Inc,INVE,May 12,Time Not Supplied,-0.23
InSite Vision Inc,INSV,May 12,After Market Close,-0.02
Interleukin Genetics Inc,ILIU,May 12,Time Not Supplied,N/A
International Flavors & Fragrances Inc,IFF,May 12,Before Market Open,1.43
International Stem Cell Corp,ISCO,May 12,Time Not Supplied,N/A
InterOil Corp,IOC,May 12,Before Market Open,-0.4
Interpark Corp,108790.KQ,May 12,Time Not Supplied,N/A
Itausa Investimentos Itau SA,ITSA4.SA,May 12,Time Not Supplied,N/A
Ivanhoe Mines Ltd,IVN.TO,May 12,Before Market Open,0.01
Jenoptik AG,JEN.DE,May 12,Time Not Supplied,N/A
JG Wentworth Co,JGW,May 12,Before Market Open,0.35
JP Energy Partners LP,JPEP,May 12,After Market Close,-0.04
K&S AG,SDF.DE,May 12,01:00 am ET,N/A
Kate Spade & Co,KATE,May 12,Before Market Open,0.02
KBC Group,KBC.BR,May 12,01:00 am ET,N/A
KCP Co Ltd,060250.KQ,May 12,Time Not Supplied,N/A
Kroton Educacional SA,KROT3.SA,May 12,Before Market Open,N/A
Leidos Holdings Inc,LDOS,May 12,Before Market Open,N/A
Leoni AG,LEO.DE,May 12,Time Not Supplied,N/A
Lime Energy Co,LIME,May 12,After Market Close,N/A
Manz AG,M5Z.DE,May 12,Time Not Supplied,N/A
McKesson Corp,MCK,May 12,After Market Close,2.75
Mediaset SpA,MS.MI,May 12,Time Not Supplied,N/A
Medigene AG,MDG1.DE,May 12,Time Not Supplied,N/A
Melia Hotels International SA,MEL.MC,May 12,11:45 am ET,N/A
Merida Industry Co Ltd,9914.TW,May 12,Time Not Supplied,N/A
Metabolix Inc,MBLX,May 12,Time Not Supplied,-0.04
Moncler SpA,MONC.MI,May 12,Time Not Supplied,N/A
Neowiz Games Corp,095660.KQ,May 12,Time Not Supplied,N/A
New Relic Inc,NEWR,May 12,After Market Close,-0.25
New Source Energy Partners LP,NSLP,May 12,After Market Close,-0.34
Norcraft Companies Inc,NCFT,May 12,Time Not Supplied,0.22
Norway Royal Salmon ASA,NRS.OL,May 12,Time Not Supplied,N/A
Nova Measuring Instruments Ltd,NVMI,May 12,After Market Close,0.06
NTN Buzztime Inc,NTN,May 12,Time Not Supplied,N/A
Numericable SFR SA,NUM.PA,May 12,Time Not Supplied,N/A
NV5 Holdings Inc,NVEE,May 12,Time Not Supplied,0.17
Obrascon Huarte Lain SA,OHL.MC,May 12,Before Market Open,N/A
Opexa Therapeutics Inc,OPXA,May 12,Before Market Open,-0.15
Opower Inc,OPWR,May 12,After Market Close,-0.16
Orica Ltd,ORI.AX,May 12,Time Not Supplied,N/A
P&F Industries Inc,PFIN,May 12,Before Market Open,N/A
P/F Bakkafrost,BAKKA.OL,May 12,Time Not Supplied,N/A
Pandora A/S,PNDORA.CO,May 12,Time Not Supplied,N/A
PDI Inc,PDII,May 12,After Market Close,-0.48
Pine Cliff Energy Ltd,PNE.V,May 12,Time Not Supplied,-0.03
Platform Specialty Products Corp,PAH,May 12,Before Market Open,0.18
Plug Power Inc,PLUG,May 12,Time Not Supplied,-0.06
Pointer Telocation Ltd,PNTR,May 12,Time Not Supplied,0.13
Pretium Resources Inc,PVG.TO,May 12,After Market Close,N/A
Professional Diversity Network Inc,IPDN,May 12,After Market Close,-0.06
Protalix Biotherapeutics Inc,PLX,May 12,Time Not Supplied,-0.02
Reed's Inc,REED,May 12,Time Not Supplied,-0.04
Rona Inc,RON.TO,May 12,Before Market Open,-0.08
RXi Pharmaceuticals Corp,RXII,May 12,Before Market Open,-0.1
Sabaf SpA,SAB.MI,May 12,Time Not Supplied,N/A
Sabina Gold & Silver Corp,SBB.TO,May 12,Time Not Supplied,0
Seegene Inc,096530.KQ,May 12,Time Not Supplied,N/A
Shandong Weigao Group Medical Polymer Co Ltd,1066.HK,May 12,Time Not Supplied,N/A
Silver Standard Resources Inc,SSO.TO,May 12,After Market Close,0.06
Singapore Post Ltd,S08.SI,May 12,Time Not Supplied,0.02
Sotherly Hotels Inc,SOHO,May 12,Before Market Open,0.21
Sprague Resources LP,SRLP,May 12,Before Market Open,1.75
Starwood Waypoint Residential Trust,SWAY,May 12,Before Market Open,0.43
StemCells Inc,STEM,May 12,Time Not Supplied,-0.14
Strategic Oil and Gas Ltd,SOG.V,May 12,Time Not Supplied,-0.01
SunOpta Inc,SOY.TO,May 12,After Market Close,0.08
Supalai PCL,SPALI.BK,May 12,Time Not Supplied,N/A
Supertel Hospitality Inc,SPPR,May 12,Time Not Supplied,N/A
Sutron Corp,STRN,May 12,Time Not Supplied,N/A
Tegma Gestao Logistica SA,TGMA3.SA,May 12,After Market Close,N/A
Tes Co Ltd,095610.KQ,May 12,Time Not Supplied,N/A
Thai Beverage PCL,Y92.SI,May 12,After Market Close,0.23
ThyssenKrupp AG,TKA.DE,May 12,Time Not Supplied,N/A
Tiong Seng Holdings Ltd,K2P.SI,May 12,After Market Close,N/A
Tom Tailor Holding AG,TTI.DE,May 12,Time Not Supplied,N/A
Trican Well Service Ltd,TCW.TO,May 12,After Market Close,-0.31
Tubemogul Inc,TUBE,May 12,After Market Close,-0.18
Tubemogul Inc,TUBE,May 12,After Market Close,-0.18
Ubisoft Entertainment SA,UBI.PA,May 12,Time Not Supplied,N/A
Ultrapetrol (Bahamas) Ltd,ULTR,May 12,After Market Close,-0.06
UMS United Medical Systems International AG,UMS.F,May 12,Time Not Supplied,N/A
UniCredit SpA,UCG.MI,May 12,Time Not Supplied,0.11
Unione di Banche Italiane ScpA,UBI.MI,May 12,Time Not Supplied,0.07
US Geothermal Inc,HTM,May 12,After Market Close,N/A
Valeura Energy Inc,VLE.TO,May 12,Time Not Supplied,N/A
Vipshop Holdings Ltd,VIPS,May 12,After Market Close,0.1
Vital Therapies Inc,VTL,May 12,After Market Close,-0.62
Vivendi SA,VIV.PA,May 12,After Market Close,N/A
Vivint Solar Inc,VSLR,May 12,After Market Close,-0.38
VOXX International Corp,VOXX,May 12,After Market Close,-0.01
Wheeler Real Estate Investment Trust Inc,WHLR,May 12,After Market Close,-0.09
Wistron Corp,3231.TW,May 12,Time Not Supplied,N/A
WSP Global Inc,WSP.TO,May 12,Before Market Open,0.42
Wuestenrot & Wuerttembergische AG,WUW.DE,May 12,Time Not Supplied,N/A
Xencor Inc,XNCR,May 12,After Market Close,-0.17
Zalando SE,ZAL.DE,May 12,Time Not Supplied,N/A
Abertis Infraestructuras SA,ABE.MC,May 13,Time Not Supplied,N/A
Ablynx NV,ABLX.BR,May 13,Time Not Supplied,N/A
Acceleron Pharma Inc,XLRN,May 13,Before Market Open,-0.45
Aegon NV,AGN.AS,May 13,01:30 am ET,N/A
Af Gruppen ASA,AFG.OL,May 13,Time Not Supplied,N/A
Aker ASA,AKER.OL,May 13,01:00 am ET,N/A
Alpha Bank SA,ALPHA.AT,May 13,Time Not Supplied,N/A
Amaya Inc,AYA.TO,May 13,After Market Close,0.41
Ambassador Hotel Ltd,2704.TW,May 13,Time Not Supplied,N/A
American DG Energy Inc,ADGE,May 13,Before Market Open,N/A
American Shipping Company ASA,AMSC.OL,May 13,Time Not Supplied,N/A
Aradigm Corp,ARDM,May 13,Time Not Supplied,-0.06
Arctic Cat Inc,ACAT,May 13,Before Market Open,-1.17
Asia Cement Corp,1102.TW,May 13,After Market Close,N/A
Aura Minerals Inc,ORA.TO,May 13,After Market Close,N/A
Aurelius AG,AR4.DE,May 13,Time Not Supplied,N/A
Austevoll Seafood ASA,AUSS.OL,May 13,Time Not Supplied,N/A
Autodesk Inc,ADSK,May 13,After Market Close,0.28
Bechtle AG,BC8.DE,May 13,Time Not Supplied,N/A
Bio Path Holdings Inc,BPTH,May 13,Time Not Supplied,-0.03
Biosyent Inc,RX.V,May 13,Time Not Supplied,0.05
Bonheur ASA,BON.OL,May 13,Time Not Supplied,N/A
Bouygues SA,EN.PA,May 13,01:30 am ET,N/A
Bradespar SA,BRAP4.SA,May 13,Time Not Supplied,N/A
Brasil Insurance Participacoes e Administracao SA,BRIN3.SA,May 13,Time Not Supplied,-0.01
Brasil Pharma SA,BPHA3.SA,May 13,After Market Close,-0.16
